,discarded,sigmoid,continuous
1926,ARHGEF4_1,,KCNK9_1
1927,SLIT1_2,,MOXD1_2
1928,CBS_2,,TBX5_1
1929,SEMA4A_3,,TMCO4_1
1930,KCNG2_1,,SFTPC_2
1931,ADH4_1,,TRAK2_1
1932,GALNT14_1,,MRGPRF_1
1933,GDAP1L1_2,,BCL2_4
1934,POGZ_3,,MARCH7_3
1935,PTPDC1_4,,PDE5A_2
1936,CARS2_1,,POP7_1
1937,PPP2R1A_1,,NSUN2_2
1938,CD59_3,,DMXL2_2
1939,JDP2_2,,SNIP1_1
1940,BAIAP2L1_1,,CLK4_1
1941,CDHR1_2,,LSM14A_1
1942,WBSCR22_1,,ATG12_2
1943,FBXO27_2,,PHACTR4_1
1944,TM9SF3_1,,
1945,LDHB_1,,
1946,PKNOX2_1,,
1947,APP_2,,
1948,EXOG_1,,
1949,GRB14_1,,
1950,ADCY2_1,,
1951,BCL7C_1,,
1952,ADGRL1_1,,
1953,PXK_2,,
1954,PAPPA_1,,
1955,ERCC1_1,,
1956,VWC2_1,,
1957,CNTN2_1,,
1958,RNPC3_2,,
1959,CLEC2D_1,,
1960,ETV1_1,,
1961,HPN_1,,
1962,BCAM_1,,
1963,INHA_1,,
1964,CTTN_3,,
1965,CCDC163P_1,,
1966,ADAMTSL1_1,,
1967,SLC30A3_1,,
1968,RSPH4A_1,,
1969,NTNG2_2,,
1970,ISYNA1_1,,
1971,FANCD2_1,,
1972,BTN2A1_1,,
1973,ATP6V1B2_1,,
1974,SUMO1_1,,
1975,CD79A_1,,
1976,C12orf56_1,,
1977,TTC26_1,,
1978,WDR63_2,,
1979,HIRIP3_1,,
1980,FBXO2_1,,
1981,RWDD3_1,,
1982,EBF1_1,,
1983,UNC93B1_1,,
1984,ADAMTS1_1,,
1985,HSPE1_1,,
1986,CCDC41_3,,
1987,MRPS33_2,,
1988,RIF1_1,,
1989,FAF1_2,,
1990,P4HTM_1,,
1991,TULP3_1,,
1992,UBE2F_1,,
1993,ZNF546_1,,
1994,C2orf76_2,,
1995,NR3C1_3,,
1996,APRT_2,,
1997,EIF4G1_1,,
1998,NIPAL2_3,,
1999,RAF1_1,,
2000,GATSL3_1,,
2001,CAMK1D_2,,
2002,S100A2_3,,
2003,MAFK_2,,
2004,SAMM50_1,,
2005,RASD2_1,,
2006,PIN1_3,,
2007,ARL4A_2,,
2008,SNRNP40_1,,
2009,NPL_1,,
2010,KLF15_1,,
2011,ZBTB1_2,,
2012,RASA3_2,,
2013,TTC3_1,,
2014,KIAA0040_2,,
2015,IDUA_1,,
2016,FAM204A_1,,
2017,ZGRF1_1,,
2018,MRPL36_1,,
2019,FAM13C_1,,
2020,MRPL14_2,,
2021,RECQL4_1,,
2022,TNFRSF8_2,,
2023,FADS2_4,,
2024,NAT6_2,,
2025,RUNX1T1_1,,
2026,MAN1A2_1,,
2027,THSD1_1,,
2028,ANKFY1_1,,
2029,ABCB6_1,,
2030,SLC16A7_1,,
2031,SCRN3_1,,
2032,CNNM1_1,,
2033,KCNK10_1,,
2034,RTBDN_1,,
2035,NRSN1_1,,
2036,HOXC5_1,,
2037,CRHR1_3,,
2038,TMEM41B_1,,
2039,NQO1_2,,
2040,SERTAD3_1,,
2041,RSBN1L_1,,
2042,NFATC2_2,,
2043,CWH43_1,,
2044,INO80C_4,,
2045,ABCC8_1,,
2046,NR1D2_2,,
2047,ETAA1_1,,
2048,C4orf46_3,,
2049,UBAP2L_5,,
2050,IL1RN_3,,
2051,ABCA10_1,,
2052,ZFYVE28_1,,
2053,CTNND2_2,,
2054,RBMXL1_2,,
2055,MAPK4_1,,
2056,MEA1_1,,
2057,FNDC4_1,,
2058,PXMP2_3,,
2059,USP5_1,,
2060,SLTM_2,,
2061,JUN_1,,
2062,CHKA_1,,
2063,NRXN3_1,,
2064,VAT1L_1,,
2065,MED29_2,,
2066,ANKRD28_1,,
2067,SCN3B_1,,
2068,FBXO27_3,,
2069,ZNF471_3,,
2070,TIMP3_1,,
2071,SLC24A4_1,,
2072,SLC4A7_1,,
2073,CIDEA_1,,
2074,MERTK_1,,
2075,PLCD1_1,,
2076,POLG2_1,,
2077,PNPLA3_1,,
2078,MLLT11_1,,
2079,JOSD1_1,,
2080,TAC1_1,,
2081,FBXO3_1,,
2082,CCDC149_1,,
2083,PSMA7_1,,
2084,SLC5A6_1,,
2085,NDUFA4L2_2,,
2086,RUFY2_2,,
2087,LYRM4_1,,
2088,CYP2J2_1,,
2089,ZNF248_3,,
2090,RCOR2_2,,
2091,ITGAV_1,,
2092,PTPRZ1_1,,
2093,HOXC11_1,,
2094,RNF40_2,,
2095,BOLA3_1,,
2096,IGF2_7,,
2097,AUTS2_3,,
2098,ROS1_6,,
2099,AQP11_1,,
2100,FXYD3_2,,
2101,ANKRD11_2,,
2102,CHN2_1,,
2103,MLLT10_1,,
2104,DAPL1_1,,
2105,PYURF_3,,
2106,MAD2L2_3,,
2107,SEMA6C_1,,
2108,ZNF804B_1,,
2109,LRRTM1_1,,
2110,NT5C1A_1,,
2111,MAP3K9_2,,
2112,U2AF1L4_1,,
2113,NOL11_1,,
2114,WSB2_1,,
2115,LDLRAD4_1,,
2116,KCTD16_4,,
2117,ZNF649_2,,
2118,CTSS_2,,
2119,TNFRSF19_3,,
2120,HAUS4_1,,
2121,STX12_1,,
2122,RBM12B_1,,
2123,USP32_1,,
2124,C16orf86_1,,
2125,SEC62_1,,
2126,TNK2_3,,
2127,NBPF3_1,,
2128,VCAM1_1,,
2129,CTSS_1,,
2130,DMKN_1,,
2131,PIGT_1,,
2132,MUM1_1,,
2133,ACTR3_1,,
2134,PKD2_1,,
2135,DISC1_1,,
2136,CCNK_1,,
2137,CD79B_1,,
2138,LCA5L_1,,
2139,LMLN_1,,
2140,GCSH_1,,
2141,ZNF773_1,,
2142,HSPA8_2,,
2143,GABRA2_1,,
2144,SETDB1_1,,
2145,TSPAN4_1,,
2146,POP1_1,,
2147,KPNA1_1,,
2148,MYRF_2,,
2149,PRR3_3,,
2150,SFRP2_1,,
2151,SFRP5_1,,
2152,AIF1_3,,
2153,GGT7_2,,
2154,CTTN_1,,
2155,COL28A1_2,,
2156,LIMCH1_2,,
2157,CSNK1E_7,,
2158,FAM120A_1,,
2159,TAL1_3,,
2160,GPR37_2,,
2161,SVIL_3,,
2162,PGAP3_1,,
2163,HIC1_3,,
2164,SLC16A6_1,,
2165,LHFPL3_2,,
2166,RFC2_1,,
2167,BECN1_1,,
2168,ZNF829_1,,
2169,PAK1_2,,
2170,CCBE1_1,,
2171,WDR55_1,,
2172,CA7_1,,
2173,PITX2_1,,
2174,TGFB1I1_2,,
2175,CPED1_4,,
2176,METTL7A_2,,
2177,SOX5_3,,
2178,FERMT2_2,,
2179,ST6GAL2_1,,
2180,SLC5A6_3,,
2181,BAIAP3_2,,
2182,PPIE_1,,
2183,PPP1R1A_1,,
2184,LRRIQ1_1,,
2185,CBFA2T3_2,,
2186,STOX2_1,,
2187,CYP46A1_1,,
2188,PTBP1_1,,
2189,CHORDC1_1,,
2190,PELO_4,,
2191,HFE_1,,
2192,GAL3ST4_4,,
2193,AP2B1_1,,
2194,DHX30_2,,
2195,NAT14_3,,
2196,LHX4_1,,
2197,CCDC88B_1,,
2198,LIMS1_4,,
2199,CTSO_1,,
2200,DNAJC6_3,,
2201,PIFO_2,,
2202,CLDN11_1,,
2203,DACT2_1,,
2204,CAMKK2_1,,
2205,KCNQ2_1,,
2206,PDXK_1,,
2207,BCAT1_1,,
2208,TMEM150C_2,,
2209,ELMOD1_1,,
2210,DRC1_1,,
2211,ATP12A_2,,
2212,IRF2BP2_1,,
2213,ACCS_2,,
2214,DGKZ_1,,
2215,AQP11_2,,
2216,TDRD3_1,,
2217,ORMDL2_1,,
2218,PRSS35_1,,
2219,ZNF566_2,,
2220,POLDIP2_1,,
2221,SYT12_1,,
2222,HINFP_1,,
2223,ELP2_1,,
2224,CORO1C_2,,
2225,GHR_1,,
2226,KHDC1_4,,
2227,POFUT2_1,,
2228,KCNMB4_2,,
2229,MRPL32_1,,
2230,DOCK10_1,,
2231,TDRP_1,,
2232,EPB41_2,,
2233,CHGA_1,,
2234,SSH1_2,,
2235,ITGB4_2,,
2236,TLL2_1,,
2237,FBXL16_1,,
2238,HFM1_1,,
2239,PIGQ_1,,
2240,TSPAN15_1,,
2241,AKR1A1_1,,
2242,MMP15_1,,
2243,QRFPR_1,,
2244,C17orf49_2,,
2245,USP1_1,,
2246,LSM3_1,,
2247,MUCL1_1,,
2248,MYO5A_1,,
2249,SAMD13_1,,
2250,MISP_2,,
2251,PIEZO1_1,,
2252,C8G_1,,
2253,CERCAM_2,,
2254,B3GNT6_1,,
2255,MORN1_1,,
2256,L3HYPDH_1,,
2257,OSBPL6_1,,
2258,METTL13_1,,
2259,KIFC3_2,,
2260,OMA1_1,,
2261,EVA1C_2,,
2262,RASGRP2_1,,
2263,MAPKBP1_2,,
2264,YPEL1_1,,
2265,CHKB_5,,
2266,CYS1_1,,
2267,SAG_1,,
2268,SLC30A2_1,,
2269,PECR_1,,
2270,PLXNB1_4,,
2271,HNRNPUL1_3,,
2272,UBE2L6_1,,
2273,GGN_3,,
2274,RELB_1,,
2275,QPRT_1,,
2276,CRLS1_1,,
2277,ERCC1_2,,
2278,MROH7_2,,
2279,CHERP_1,,
2280,C19orf47_2,,
2281,DLG1_1,,
2282,USP45_1,,
2283,FAM167A_1,,
2284,ANKIB1_2,,
2285,PPARG_3,,
2286,FCHSD2_2,,
2287,C22orf39_2,,
2288,SKOR2_1,,
2289,ADORA3_2,,
2290,PSTK_1,,
2291,C1QL1_1,,
2292,ACSBG1_2,,
2293,DGKG_3,,
2294,THAP2_2,,
2295,RTN3_1,,
2296,KCNJ11_1,,
2297,C9orf84_2,,
2298,IRX4_3,,
2299,FBXO25_1,,
2300,ANKRD12_3,,
2301,LYRM4_3,,
2302,SPIRE2_1,,
2303,CATSPERD_1,,
2304,TRNP1_1,,
2305,HP1BP3_1,,
2306,ARSG_2,,
2307,NETO2_1,,
2308,GOLGA8A_1,,
2309,TEX40_3,,
2310,C1orf94_2,,
2311,PHYH_1,,
2312,FAM102B_1,,
2313,CARF_2,,
2314,GPR176_1,,
2315,SLC30A1_2,,
2316,IL12A_1,,
2317,CDKL3_1,,
2318,PNPLA6_2,,
2319,ZFR_1,,
2320,RAD54L_1,,
2321,FOXRED1_1,,
2322,DSC1_1,,
2323,MRPS7_3,,
2324,DDX6_1,,
2325,ZCWPW2_2,,
2326,ATF5_1,,
2327,NOXA1_1,,
2328,SLC41A1_3,,
2329,SLC26A4_2,,
2330,SPN_5,,
2331,AP1M2_1,,
2332,GDF11_2,,
2333,AMFR_1,,
2334,ZNF438_2,,
2335,BATF3_2,,
2336,OSBP2_1,,
2337,PRKCQ_1,,
2338,RIC8A_2,,
2339,SHISA6_2,,
2340,CAPN2_1,,
2341,MSI2_1,,
2342,ZFP3_3,,
2343,SLC22A4_1,,
2344,CNOT11_1,,
2345,UPF3A_1,,
2346,AGL_4,,
2347,STAT6_2,,
2348,YPEL5_3,,
2349,NR1H2_2,,
2350,NSD3_1,,
2351,FBXO22_1,,
2352,PRRT2_2,,
2353,MAP4K3_1,,
2354,MYCBP_1,,
2355,APCDD1_1,,
2356,PAFAH1B3_2,,
2357,LRRC4C_5,,
2358,KIF5B_1,,
2359,QRICH1_2,,
2360,PHF20L1_1,,
2361,CDH7_2,,
2362,TCF7L1_1,,
2363,CDK2_1,,
2364,NDUFS7_2,,
2365,GPT2_1,,
2366,RALY_3,,
2367,LRFN5_1,,
2368,ZBTB34_1,,
2369,WDR27_4,,
2370,SSBP3_1,,
2371,GCK_1,,
2372,RASL10B_1,,
2373,SP1_2,,
2374,KCNS2_2,,
2375,RNF182_2,,
2376,ZNF385B_1,,
2377,ZNF559_1,,
2378,AHRR_2,,
2379,NUDT1_1,,
2380,UNKL_1,,
2381,GRIN2C_1,,
2382,OAT_1,,
2383,GRIN2C_2,,
2384,LASP1_1,,
2385,ZSCAN22_1,,
2386,MTFP1_2,,
2387,SH3BP4_1,,
2388,FEZ1_1,,
2389,ZNF461_2,,
2390,MPP2_3,,
2391,ADCYAP1_1,,
2392,ZNF585A_1,,
2393,CDK20_1,,
2394,RAB3B_1,,
2395,MRPL16_1,,
2396,CERS5_1,,
2397,AUTS2_2,,
2398,IGF2BP1_3,,
2399,LRRC59_1,,
2400,PRTN3_1,,
2401,CYB561_3,,
2402,DLG2_1,,
2403,MGAM2_1,,
2404,GFOD1_1,,
2405,NES_1,,
2406,SVEP1_1,,
2407,ZFP28_1,,
2408,PRIMA1_1,,
2409,KDM8_1,,
2410,ST8SIA3_1,,
2411,SLIT2_1,,
2412,ATP2B4_2,,
2413,PLCG1_1,,
2414,WBSCR16_1,,
2415,SMARCD3_2,,
2416,COCH_1,,
2417,GP1BB_3,,
2418,ANKRD12_1,,
2419,ZNF322_1,,
2420,MYEF2_3,,
2421,IFITM10_2,,
2422,PPARG_2,,
2423,GDAP1L1_1,,
2424,LRRC71_2,,
2425,SLC39A11_1,,
2426,MRPS5_1,,
2427,KDM2B_1,,
2428,DOK1_2,,
2429,USPL1_1,,
2430,ARL4A_1,,
2431,SCGB3A1_1,,
2432,TREX1_3,,
2433,THBS2_1,,
2434,GABRB2_2,,
2435,CCM2_1,,
2436,AHCYL1_1,,
2437,CEP68_1,,
2438,TRIP12_2,,
2439,GFRA3_1,,
2440,GRP_1,,
2441,GLP1R_1,,
2442,VEGFC_1,,
2443,CFAP221_1,,
2444,RPP38_2,,
2445,STK32B_1,,
2446,HAPLN1_1,,
2447,UBE2N_1,,
2448,SLC4A8_3,,
2449,DSCR3_3,,
2450,PRKG1_1,,
2451,IFLTD1_1,,
2452,SPDYA_1,,
2453,PRKCZ_2,,
2454,VEGFB_2,,
2455,USPL1_2,,
2456,RASSF7_1,,
2457,PPM1N_1,,
2458,ALPL_1,,
2459,DCLRE1A_2,,
2460,PTPRM_1,,
2461,TM6SF1_1,,
2462,SPG20_1,,
2463,COX6C_1,,
2464,KIT_1,,
2465,NAA38_3,,
2466,ZNF846_1,,
2467,RGS7BP_2,,
2468,MUTYH_1,,
2469,HLF_1,,
2470,TMEM206_1,,
2471,CTGF_1,,
2472,PSEN2_1,,
2473,CALCA_1,,
2474,SOCS2_1,,
2475,CCDC59_1,,
2476,TMEM106C_1,,
2477,ARF5_1,,
2478,MRPL44_1,,
2479,UBXN4_1,,
2480,POGZ_1,,
2481,PHRF1_1,,
2482,CBFA2T3_3,,
2483,SPATA13_4,,
2484,HRH3_1,,
2485,NTNG1_1,,
2486,NXPH2_1,,
2487,HECW2_2,,
2488,KCTD10_1,,
2489,OAS2_1,,
2490,HAP1_1,,
2491,CCL28_1,,
2492,FGFR1_2,,
2493,NAT16_2,,
2494,TLL1_2,,
2495,CYP26A1_2,,
2496,TTL_2,,
2497,HARBI1_2,,
2498,CPSF6_1,,
2499,ZNF740_1,,
2500,TROAP_1,,
2501,HSD17B4_1,,
2502,SLC25A45_1,,
2503,ENAH_1,,
2504,GNGT2_2,,
2505,NOP9_1,,
2506,CHST10_1,,
2507,GULP1_3,,
2508,FGF18_1,,
2509,ADRA1D_1,,
2510,NHP2_1,,
2511,DKKL1_2,,
2512,RNPS1_3,,
2513,PTGR2_1,,
2514,MT3_1,,
2515,BNIPL_1,,
2516,SLC48A1_2,,
2517,KBTBD3_1,,
2518,ZNF181_2,,
2519,SUCLA2_2,,
2520,GRM7_1,,
2521,MED22_2,,
2522,NDUFC2_1,,
2523,ADAMTS4_2,,
2524,KATNAL2_1,,
2525,HSPB6_1,,
2526,ERVMER34-1_2,,
2527,RBMS3_6,,
2528,NOL8_2,,
2529,ZNF569_1,,
2530,AMZ2_3,,
2531,KREMEN1_2,,
2532,CCNO_2,,
2533,RCAN2_3,,
2534,PARD6B_3,,
2535,GABPA_2,,
2536,PDLIM2_1,,
2537,SMPD1_1,,
2538,PDE5A_1,,
2539,HMGA1_1,,
2540,HOXD10_2,,
2541,FAM134B_1,,
2542,TMUB1_1,,
2543,PMS2_1,,
2544,POLR3GL_5,,
2545,WT1_4,,
2546,RPAP2_1,,
2547,KCMF1_3,,
2548,MKRN1_1,,
2549,CDHR1_1,,
2550,GPR135_1,,
2551,KAT6B_2,,
2552,RHOG_1,,
2553,RGS7_1,,
2554,ADGRB3_3,,
2555,KMT5A_1,,
2556,MMP25_1,,
2557,E2F5_1,,
2558,FZD5_2,,
2559,IMMP1L_2,,
2560,NRG1_4,,
2561,CA10_2,,
2562,TMEM42_2,,
2563,SCG3_1,,
2564,LIN7A_2,,
2565,CROT_1,,
2566,ULBP2_1,,
2567,PTAFR_1,,
2568,PDE3B_2,,
2569,UBE2W_1,,
2570,CD8A_1,,
2571,PMPCB_2,,
2572,NUDCD3_1,,
2573,KLHL29_2,,
2574,DLG5_3,,
2575,GPR68_4,,
2576,CNIH1_1,,
2577,PIP5K1A_1,,
2578,DKK4_1,,
2579,MKRN1_2,,
2580,STX1B_1,,
2581,KCNJ5_2,,
2582,ETV6_2,,
2583,RAB32_2,,
2584,CBFA2T3_4,,
2585,CACNA1D_1,,
2586,STAT1_1,,
2587,LGI1_1,,
2588,PRSS3_2,,
2589,CCDC61_1,,
2590,PPIB_1,,
2591,RBM24_3,,
2592,NHEJ1_1,,
2593,RERE_1,,
2594,SPINT2_1,,
2595,RBMS3_3,,
2596,B4GALT2_2,,
2597,DSTN_2,,
2598,DHFRL1_2,,
2599,ZNF613_3,,
2600,CSNK1E_2,,
2601,SPAST_1,,
2602,SURF1_1,,
2603,IL11RA_1,,
2604,RCL1_1,,
2605,ADORA2A_6,,
2606,LRPAP1_1,,
2607,SCHIP1_1,,
2608,MIA3_2,,
2609,MEIS1_3,,
2610,INPP4B_1,,
2611,ZNF629_1,,
2612,ATXN3_1,,
2613,CEBPG_1,,
2614,RNF182_1,,
2615,AKTIP_1,,
2616,PUS10_2,,
2617,SAMD8_1,,
2618,ABCC2_1,,
2619,C3orf38_2,,
2620,DUSP26_1,,
2621,ARHGEF12_3,,
2622,CDC27_1,,
2623,RSF1_1,,
2624,AIPL1_1,,
2625,GPATCH1_1,,
2626,MYBL1_1,,
2627,KDM4C_1,,
2628,CRABP2_1,,
2629,GBX2_1,,
2630,YWHAG_1,,
2631,ADK_1,,
2632,BASP1_1,,
2633,TAF8_1,,
2634,LRRC4C_4,,
2635,FSTL3_2,,
2636,GPX7_1,,
2637,LCN10_1,,
2638,ESPN_3,,
2639,HDAC9_2,,
2640,ITGAE_1,,
2641,VTI1A_3,,
2642,CCDC6_2,,
2643,DALRD3_2,,
2644,OTOF_2,,
2645,NLRC3_1,,
2646,FLI1_2,,
2647,FBXO11_3,,
2648,ERBIN_2,,
2649,ARID1B_3,,
2650,PSMA2_1,,
2651,CCDC151_1,,
2652,SHTN1_2,,
2653,WDR11_1,,
2654,LYRM2_2,,
2655,TMEM65_2,,
2656,HES2_2,,
2657,ENOX1_1,,
2658,PDGFB_3,,
2659,FST_2,,
2660,PTPDC1_1,,
2661,OVCA2_1,,
2662,SIX3_1,,
2663,GRK6_1,,
2664,CXCL10_1,,
2665,GSTM2_1,,
2666,ARRDC3_1,,
2667,TSPAN17_1,,
2668,MSRB3_1,,
2669,NSUN3_1,,
2670,ADCY5_2,,
2671,MCM3_1,,
2672,FAM45A_1,,
2673,CC2D2A_2,,
2674,KCTD20_4,,
2675,TOLLIP_1,,
2676,MZF1_4,,
2677,NDE1_1,,
2678,ST3GAL1_2,,
2679,B4GALT2_3,,
2680,NFKB1_3,,
2681,GAL3ST4_2,,
2682,B4GALT2_4,,
2683,PQLC2L_1,,
2684,SPX_3,,
2685,TACC3_1,,
2686,POLK_1,,
2687,MEF2A_2,,
2688,CARNS1_2,,
2689,WNT9A_1,,
2690,KCTD3_2,,
2691,NAP1L4_1,,
2692,PLEKHA3_2,,
2693,IER3IP1_1,,
2694,RIMKLB_2,,
2695,METTL8_2,,
2696,PTPRO_2,,
2697,MLF1_1,,
2698,B3GNT5_1,,
2699,TOMM34_1,,
2700,DOK5_1,,
2701,SEC23IP_1,,
2702,SYNE3_1,,
2703,ZNF225_1,,
2704,DNAJB9_1,,
2705,MSX1_1,,
2706,ACOT12_1,,
2707,CLIC1_1,,
2708,CSF2RB_1,,
2709,URI1_1,,
2710,ASS1_1,,
2711,TNFRSF19_2,,
2712,ZBED5_1,,
2713,PCGF3_1,,
2714,GCNT2_2,,
2715,COL27A1_1,,
2716,ZFP30_1,,
2717,SPRY4_1,,
2718,UHRF1BP1_1,,
2719,PACS2_2,,
2720,MAGI1_5,,
2721,TJP2_2,,
2722,ALDH4A1_1,,
2723,STC2_1,,
2724,MARK3_2,,
2725,NPTXR_1,,
2726,SLIT1_3,,
2727,DSCC1_1,,
2728,LSG1_1,,
2729,EMID1_1,,
2730,LTA_1,,
2731,YY1_2,,
2732,STARD4_1,,
2733,IRGC_1,,
2734,AKT1_1,,
2735,GABRA4_1,,
2736,AKAP6_2,,
2737,TCAP_1,,
2738,WT1_3,,
2739,TP53BP1_2,,
2740,ADGRF4_1,,
2741,ZNF471_2,,
2742,PAX6_4,,
2743,RIMBP2_1,,
2744,DNAJC3_1,,
2745,CLGN_2,,
2746,ST3GAL1_1,,
2747,NME6_1,,
2748,MRPS9_1,,
2749,ADGRD1_2,,
2750,MKKS_1,,
2751,GATS_1,,
2752,SMIM5_2,,
2753,LACTB_1,,
2754,ZNF549_1,,
2755,CASC1_1,,
2756,LDAH_1,,
2757,HCN1_1,,
2758,FAM120A_3,,
2759,CAMK4_1,,
2760,RBP5_1,,
2761,PRKCB_2,,
2762,FAM209A_1,,
2763,SLC26A11_1,,
2764,EFNA3_4,,
2765,SMCO4_1,,
2766,SRSF12_1,,
2767,NKX2-2_1,,
2768,GIMAP1_2,,
2769,C10orf10_1,,
2770,EIF5A2_1,,
2771,TRIAP1_1,,
2772,RIMS4_1,,
2773,ACAD11_8,,
2774,ISPD_1,,
2775,MRPS5_2,,
2776,NTN4_1,,
2777,CXCL3_1,,
2778,RREB1_2,,
2779,CCZ1_1,,
2780,SPSB3_2,,
2781,CEP120_2,,
2782,ZEB2_2,,
2783,SLC1A4_2,,
2784,UBE2M_2,,
2785,PER1_2,,
2786,NFIA_1,,
2787,ZNF277_1,,
2788,SHKBP1_1,,
2789,DONSON_1,,
2790,AFAP1L1_2,,
2791,RHCG_1,,
2792,TM9SF1_2,,
2793,CHRM1_1,,
2794,SSR1_1,,
2795,DCAF5_3,,
2796,FAM213A_1,,
2797,COL4A3_2,,
2798,EPSTI1_1,,
2799,CCDC134_1,,
2800,NR3C1_4,,
2801,APBB1_2,,
2802,ZNF77_1,,
2803,SLC39A5_1,,
2804,PIGN_1,,
2805,LRIG3_1,,
2806,TNNI3_3,,
2807,TXN2_1,,
2808,TWISTNB_1,,
2809,PAPD7_2,,
2810,JMJD1C_2,,
2811,PTK2B_3,,
2812,ARL6IP4_1,,
2813,TMEM59L_1,,
2814,TMEM200A_6,,
2815,TXLNA_1,,
2816,AZIN1_1,,
2817,WDR35_1,,
2818,AKR1B1_1,,
2819,METRN_1,,
2820,CBS_3,,
2821,BEND5_2,,
2822,COMTD1_2,,
2823,INA_1,,
2824,SPOCK3_1,,
2825,AIP_2,,
2826,HTR2A_1,,
2827,FAM13A_3,,
2828,TUBB2B_3,,
2829,DAAM1_1,,
2830,ZNF467_1,,
2831,TSPAN11_3,,
2832,PCMTD2_1,,
2833,TMED7_1,,
2834,DOK6_1,,
2835,TMEM59L_2,,
2836,TJAP1_1,,
2837,SUMF2_1,,
2838,CORO7_1,,
2839,INSIG2_2,,
2840,CYP1A1_1,,
2841,TFPT_2,,
2842,FAM20B_2,,
2843,PYURF_1,,
2844,CCNH_1,,
2845,DEFB123_1,,
2846,KLHL18_1,,
2847,VASH1_2,,
2848,SARS_1,,
2849,TMEM181_1,,
2850,IFT172_1,,
2851,BAG6_3,,
2852,POC1A_1,,
2853,CD1D_1,,
2854,KDM1A_1,,
2855,GAS2_3,,
2856,TRIM71_1,,
2857,LRRFIP1_2,,
2858,ACHE_1,,
2859,SRRM2_2,,
2860,TMEM169_1,,
2861,PARD3_1,,
2862,PSD3_4,,
2863,SIX2_2,,
2864,KCNH3_1,,
2865,PEX11B_2,,
2866,RNF103_1,,
2867,COL14A1_1,,
2868,COL2A1_2,,
2869,PIGG_1,,
2870,KHNYN_2,,
2871,GADD45A_1,,
2872,SOX5_5,,
2873,CAPN5_1,,
2874,RNF5_2,,
2875,SATB2_1,,
2876,PDGFC_3,,
2877,HFM1_2,,
2878,HBM_1,,
2879,UPB1_2,,
2880,FAM76B_3,,
2881,MIGA1_1,,
2882,EDIL3_1,,
2883,MARCH4_4,,
2884,C7orf43_1,,
2885,RNF150_3,,
2886,PKIG_1,,
2887,KRT75_1,,
2888,HESX1_1,,
2889,LRRC8C_2,,
2890,TSPAN32_1,,
2891,TMEM184B_1,,
2892,SURF4_1,,
2893,FBXL19_1,,
2894,GRN_1,,
2895,ZNF701_1,,
2896,HAUS1_1,,
2897,SCHIP1_2,,
2898,TFCP2_2,,
2899,CCDC63_2,,
2900,ALDOA_3,,
2901,ATP5J2_1,,
2902,DZIP1_1,,
2903,PDGFRA_3,,
2904,UBTF_5,,
2905,TMEM176B_4,,
2906,RPL41_1,,
2907,TMED2_2,,
2908,PCBD2_2,,
2909,ERLEC1_1,,
2910,CBFA2T2_1,,
2911,FBXL17_1,,
2912,ABCF1_1,,
2913,SLC25A38_1,,
2914,GINM1_1,,
2915,BATF3_1,,
2916,CALCOCO1_2,,
2917,ZNF764_1,,
2918,RDH5_3,,
2919,RFX7_2,,
2920,CSNK1G2_2,,
2921,TDRD5_2,,
2922,DDX6_2,,
2923,RNF181_1,,
2924,EGFL8_1,,
2925,CNTNAP4_1,,
2926,TBC1D4_2,,
2927,PTPN4_2,,
2928,DNAJA4_2,,
2929,MFRP_3,,
2930,ARG2_1,,
2931,ATXN7L2_1,,
2932,RORB_1,,
2933,ZFP69B_3,,
2934,ZMYND10_1,,
2935,KCNIP1_3,,
2936,PPME1_2,,
2937,NAGS_1,,
2938,TMEM39A_1,,
2939,RALY_2,,
2940,LIG4_2,,
2941,NHEJ1_2,,
2942,CLOCK_4,,
2943,TXNIP_1,,
2944,ADAM11_1,,
2945,USP44_1,,
2946,ADCK4_3,,
2947,SS18L1_1,,
2948,GRIK3_1,,
2949,FOXN3_1,,
2950,SENP3_3,,
2951,METTL4_1,,
2952,GRWD1_1,,
2953,NGLY1_1,,
2954,MAFG_2,,
2955,CYB5R4_1,,
2956,FBXO27_1,,
2957,AKAP1_1,,
2958,ANKRD36_2,,
2959,PITPNM1_2,,
2960,BAG5_1,,
2961,TMEM44_1,,
2962,PFDN5_1,,
2963,PRKCG_1,,
2964,TGDS_2,,
2965,TRPC1_1,,
2966,PADI2_1,,
2967,MARCH10_1,,
2968,ARSI_2,,
2969,SNAI1_1,,
2970,POLE3_1,,
2971,ANLN_2,,
2972,EMP1_1,,
2973,STXBP4_1,,
2974,C2orf44_1,,
2975,NFE2_3,,
2976,RLN3_1,,
2977,MEN1_1,,
2978,TMCC2_1,,
2979,ELMOD2_1,,
2980,PIGO_3,,
2981,ZNF480_1,,
2982,BCL2L2_3,,
2983,FLRT3_1,,
2984,CD247_1,,
2985,ETV6_1,,
2986,SH3BP5_1,,
2987,UBE2L6_3,,
2988,OTX2_2,,
2989,EMC3_2,,
2990,UTP11_1,,
2991,MRPL23_1,,
2992,KRTCAP2_1,,
2993,TTC14_1,,
2994,PDE3B_1,,
2995,GLI4_2,,
2996,ATP8A2_1,,
2997,C20orf96_1,,
2998,CCDC172_1,,
2999,C2CD2L_1,,
3000,IQCG_1,,
3001,VTI1B_4,,
3002,TOM1_1,,
